"fecha","categoria","ecommerce","marca","producto","precio.antes","precio.actual","sku","rangos"
"2017-08-24","cÛmputo","linio","LG","Monitor LED de 24ù,24GM77-B",1700,1565,"24GM77","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","HP","Monitor LED de 18.5'' V193 - Negro",499,325,"- Monitor LED de 18.5'' V193 - Negro","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Protector de la pantalla del ANIMAL DOM?STICO Protector para IPHONE 5 / 5S - Transparente",20,16,"Protector de la pantalla del ANIMAL DOM?STICO Protector para IPHONE 5 / 5S - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Vidrio Templado Protector De La Pantalla Para IPHONE 4 / 4S - Transparente",28,22,"Vidrio Templado Protector De La Pantalla Para IPHONE 4 / 4S - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","LG","Ultra Delgado 0.1mm Antideflagrante TPU Protector De Pantalla Flim Para Galaxy S6 Borde G925F",24,19,"Ultra Delgado 0.1mm Antideflagrante TPU Protector De Pantalla Flim Para Galaxy S6 Borde G925F","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","FineSource Protector Templado Vidrio Pantalla + Volver Conjunto Protector Para El IPHONE 6 4,7- Transparente",33,26,"FineSource Protector Templado Vidrio Pantalla + Volver Conjunto Protector Para El IPHONE 6 4,7- Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Vidrio Templado Dial Pel√≠cula De Pantalla De 42mm MANZANA RELOJ - Transparente",23,18,"Vidrio Templado Dial Pel√≠cula De Pantalla De 42mm MANZANA RELOJ - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Protector de vidrio templado para iPhone6 ??- Transparente",28,22,"Protector de vidrio templado para iPhone6 ??- Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Pel√≠cula de pantalla protectora de cristal templado para IPHONE 6 PLUS - Transparente",31,25,"Pel√≠cula de pantalla protectora de cristal templado para IPHONE 6 PLUS - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Protector claro de la pantalla de PET w / pa?o de limpieza para iPhone6 ??- Transparente",20,16,"Protector claro de la pantalla de PET w / pa?o de limpieza para iPhone6 ??- Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","DELL","Dell- Monitor E2016H, 20 LED, 1600x900, DisplayPort/VGA.",650,493,"00x900","< S/.500"
"2017-08-24","cÛmputo","linio","Micronics","CPU Intel Core I7 Rojo + Monitor LED 22 Negro",3599,3199,"- CPU Intel Core I7 Rojo + Monitor LED 22 Negro","S/.2500 - S/.3500"
"2017-08-24","cÛmputo","linio","LG","Monitor 25  25UM58  UltraWide 2560 X 1080  HDMI",1200,765,"25UM58","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor Signage Smart PM49F De 49 Full HD",7650,5659,"Monitor Signage Smart PM49F De 49 Full HD","> S/.4,500"
"2017-08-24","cÛmputo","linio","Otras","RACK TECHO PARA PROYECTOR KLIPXTREME ( KPM 580W) ( PRO)",179,99,"RACK TECHO PARA PROYECTOR KLIPXTREME ( KPM 580W) ( PRO)","< S/.500"
"2017-08-24","cÛmputo","linio","HP","Servidor ProLiant ML110 Gen9, Intel Xeon E5-2603v4, 1.70GHz, 8GB DDR4, 2TB SATA.",4699,4199,"ML110","S/.3500 - S/.4500"
"2017-08-24","cÛmputo","linio","BENQ","Monitor Gaming RL2455HM, 24 LED, 1920 x 1080, VGA/DVI/HDMI.",1059,939,"RL2455","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","Monitor Gaming 24GM79G De 24 Full HD",1799,1435,"24GM79","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","BENQ","Monitor Gaming XL2430 De 24 Full HD",2399,1769,"XL2430","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Otras","ER Navidad LA31-12T escritorio tarjeta de expansi√≥n USB3.1-verde",86.87,64.19,"ER Navidad LA31-12T escritorio tarjeta de expansi√≥n USB3.1-verde","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Louiwill 2 En 1 L√°mpara LED USB Con Mini Ventilador, Blanco",64,51,"Louiwill 2 En 1 L√°mpara LED USB Con Mini Ventilador, Blanco","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Louiwill Silencioso Ventilador Port√°til Mini USB Para El Ordenador Port√°til PC De Escritorio Netbook Tablet (Roseo)",32,23,"Louiwill Silencioso Ventilador Port√°til Mini USB Para El Ordenador Port√°til PC De Escritorio Netbook Tablet (Roseo)","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Pel√≠cula de cristal templado para IPHONE 6 Plus - Transparente",29,23,"Pel√≠cula de cristal templado para IPHONE 6 Plus - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor Signage Smart UH46F5 De 46 Full HD",10130,7499,"Monitor Signage Smart UH46F5 De 46 Full HD","> S/.4,500"
"2017-08-24","cÛmputo","linio","Samsung","Smart Signage QM65F De 65 Full HD 4k",18300,13549,"Smart Signage QM65F De 65 Full HD 4k","> S/.4,500"
"2017-08-24","cÛmputo","linio","AOC","Monitor M2470SWH De 24 Full HD",700,539,"Monitor M2470SWH De 24 Full HD","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","ER Windows 10 MINI PC Host 32G De Memoria Intel Bay Trail CR 2.4G WIFI Con MIC (negro)",589.4,423.14,"ER Windows 10 MINI PC Host 32G De Memoria Intel Bay Trail CR 2.4G WIFI Con MIC (negro)","< S/.500"
"2017-08-24","cÛmputo","linio","LG","All In One 24V360,PENTIUM N3700 /RAM 4GB /DISCO DURO 500GB/WINDOWS10, PANTALLA 23.8 - BLANCO",2500,2139.5,"24V360","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Otras","ER Navidad LA31-12C escritorio tarjeta de expansi√≥n USB3.1-verde",88.76,65.54,"ER Navidad LA31-12C escritorio tarjeta de expansi√≥n USB3.1-verde","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Protector de pantalla de cristal templado para IPHONE 6 - Transparente",23,18,"Protector de pantalla de cristal templado para IPHONE 6 - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Protector de pantalla Rinco vidrio templado para IPHONE 6 - Transparente",29,23,"Protector de pantalla Rinco vidrio templado para IPHONE 6 - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","AOC","Monitor E970SWN, 18.5 LED, 1366 X 768, VGA. - Negro",350,285,"Monitor E970SWN, 18.5 LED, 1366 X 768, VGA. - Negro","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Pel√≠cula de pantalla protectora Claro vidrio templado para IPHONE 6 - Transparente",28,22,"Pel√≠cula de pantalla protectora Claro vidrio templado para IPHONE 6 - Transparente","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","5PCS alta calidad 11 x 11 x 5 mm adhesiva de aluminio del disipador de calor para chip de memoria IC Plata",20,14,"5PCS alta calidad 11 x 11 x 5 mm adhesiva de aluminio del disipador de calor para chip de memoria IC Plata","< S/.500"
"2017-08-24","cÛmputo","linio","Micronics","CPU Intel Core i3 6ta Generacion   Monitor LED 18.5 - Negro",2299,1989,"- CPU Intel Core i3 6ta Generacion   Monitor LED 18.5 - Negro","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Otras","Remote Wireless Microphone Headset Mic System FM Transmitter Receiver Lavalier",56,46,"Remote Wireless Microphone Headset Mic System FM Transmitter Receiver Lavalier","< S/.500"
"2017-08-24","cÛmputo","linio","AOC","Monitor I2269VWM , 21.5 IPS, 1920 x 1080, HDMI / DisplayPort / VGA.",650,505,"Monitor I2269VWM , 21.5 IPS, 1920 x 1080, HDMI / DisplayPort / VGA.","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","Monitor TV 24MT48A, 24, LED, 1366x768.",699,548,"66x768","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","Monitor LED 22M38H 21.5 Resolucion 1920 X 1080",650,488,"22M38","< S/.500"
"2017-08-24","cÛmputo","linio","LG","Monitor 29UC88 Curved 29 IPS Ultrawide 2560 X 1080",2850,2119,"29UC88","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","LG","Monitor 34UM69G Gaming 34 IPS FULL HD 2560x1080 HDMI",3000,2345,"60x1080","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","LG","Televisor Full HD  55LW540S LED 55 Resolucion 1920 X 1080",2990,2509,"LW540","S/.2500 - S/.3500"
"2017-08-24","cÛmputo","linio","LG","Televisor 32LW300C HD 32 Resolucion 1366 X 768 LED",1100,950,"LW300","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","Monitor Full HD Gaming 24GM77 24 LED Resolucion 1920 X 1080 HDMI",1850,1539,"24GM77","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","LG","Monitor 19M37A De 18.5 LED Resoluci√≥n 1366x768",1319,969,"66x768","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","AOC","Monitor L2769VM 27≥ LED",989,899,"Monitor L2769VM 27‚<U+0080>≥ LED","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Mini CPU Cooler  Mini  Ventilador De Refrigeraci√≥n",85,68,"Mini CPU Cooler  Mini  Ventilador De Refrigeraci√≥n","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Louiwill Ventilador USB Para PC Port√°til De Escritorio De Netbook Tablet (Rosa Oscuro)",32,23,"Louiwill Ventilador USB Para PC Port√°til De Escritorio De Netbook Tablet (Rosa Oscuro)","< S/.500"
"2017-08-24","cÛmputo","linio","TOSHIBA","1TB - Disco Duro Externo Canvio Connect II, 1 TB, USB 3.0, Rojo.",500,263.9,"1TB - Disco Duro Externo Canvio Connect II, 1 TB, USB 3.0, Rojo.","< S/.500"
"2017-08-24","cÛmputo","linio","LG","MONITOR 29 LED IPS 29UM68-P ULTRAWIDE 21:9",1890,1549.99,"29UM68","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","HP","desktop 8200 core i5 segunda generacion 3.1- 8 gb ddr3 - 1 tb - color negro",1070,950,"desktop 8200 core i5 segunda generacion 3.1- 8 gb ddr3 - 1 tb - color negro","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Brother MFC-J6730DW Impresora Multifuncional De Inyecci√≥n De Tinta Wifi -Negro",1580,1374.99,"Brother MFC-J6730DW Impresora Multifuncional De Inyecci√≥n De Tinta Wifi -Negro","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","HP","Impresora multifunci√≥n Laser  LaserJet Pro M130fw",1200,1069.99,"Impresora multifunci√≥n Laser  LaserJet Pro M130fw","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","DELL","Computadora OptiPlex 7040 SFF, Intel Core i7-6700 3.40 GHz, 16GB DDR4, 2TB SATA - Negro",5299,4899,"Computadora OptiPlex 7040 SFF, Intel Core i7-6700 3.40 GHz, 16GB DDR4, 2TB SATA - Negro","> S/.4,500"
"2017-08-24","cÛmputo","linio","TEROS","Kit Gamer Retroiluminado Teclado + Mouse TE-558CM - Negro",NA,95,"- Kit Gamer Retroiluminado Teclado + Mouse TE-558CM - Negro","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","monitor Pentium N3700 4GB 500GB W10 19.5 inch Integrated",1890,1632,"monitor Pentium N3700 4GB 500GB W10 19.5 inch Integrated","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Otras","Mueble de Computo - Escritorio de PC para Monitor, CPU y Teclado Soporte de Metal",209.9,159.9,"Mueble de Computo - Escritorio de PC para Monitor, CPU y Teclado Soporte de Metal","< S/.500"
"2017-08-24","cÛmputo","linio","HP","All In One  20-c207la, Intel Core i3, Windows 10 Home, 4 GB, 1 TB de 19.5",2019,1999,"All In One  20-c207la, Intel Core i3, Windows 10 Home, 4 GB, 1 TB de 19.5","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Otras","AMD -  Computadora Gamer Completa  A8  -RAM 8gb - HD 500gb - Negro",1900,1670,"AMD -  Computadora Gamer Completa  A8  -RAM 8gb - HD 500gb - Negro","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor LC27F591FDLXPE, 27 LED Curved, 1920x1080, HDMI/DP/VGA.",1627.5,1499,"20x1080","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","CANON","Impresora Pixma G4100 Wifi - Negro",910,899,"Impresora Pixma G4100 Wifi - Negro","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","TOSHIBA","Disco Duro Externo Canvio Basics, 1 TB, USB 3.0, Negro.",390,248,"Disco Duro Externo Canvio Basics, 1 TB, USB 3.0, Negro.","< S/.500"
"2017-08-24","cÛmputo","linio","Lenovo","All-in-One IdeaCentre 300, 21.5 FHD, AMD A6-7310 2.00GHz, 6GB DDR3, 1TB SATA.",2900,2399.9,"All-in-One IdeaCentre 300, 21.5 FHD, AMD A6-7310 2.00GHz, 6GB DDR3, 1TB SATA.","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","HP","Impresora LaserJet Pro M12w 19 Ppm 600x600 Dpi, WiFi USB 2.0.",490,339.99,"00x600","< S/.500"
"2017-08-24","cÛmputo","linio","ASUS","Monitor MX239H, 23 LED AH-IPS, 1920 X 1080, HDMI / VGA",1350,904.99,"MX239","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","TOSHIBA","3TB-Disco Duro Externo Canvio Basics 3 TB USB 3.0 Negro.",650,468.3,"3TB-Disco Duro Externo Canvio Basics 3 TB USB 3.0 Negro.","< S/.500"
"2017-08-24","cÛmputo","linio","HP","Z800 Workstation",4950,2950,"Z800 Workstation","S/.2500 - S/.3500"
"2017-08-24","cÛmputo","linio","HP","EliteOne 800 G2 23- All-in-One PC",3699,3499,"EliteOne 800 G2 23- All-in-One PC","S/.2500 - S/.3500"
"2017-08-24","cÛmputo","linio","LG","MONITOR 19.5 LED 20MP48A  - Negro",499,308.99,"20MP48","< S/.500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor LS24F350FHLXPE Full HD De 24",799,589,"24F350","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","HP","All in One 22-b006la AMD Quad-Core serie A, Windows 10 Home 64, 1 TB, 4 GB, 21.5",1819,1799,"All in One 22-b006la AMD Quad-Core serie A, Windows 10 Home 64, 1 TB, 4 GB, 21.5","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","ASUS","Monitor  LED MX279H 27 - Plateado",1597,1149,"MX279","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","BENQ","Monitor DL2020, 19.5 LED VGA Negro",300,275,"DL2020","< S/.500"
"2017-08-24","cÛmputo","linio","Samsung","MONITOR TV T24E310LB LED HD 24",600,490,"24E310","< S/.500"
"2017-08-24","cÛmputo","linio","LG","Monitor LED IPS 24UD58-B 24 4K 3840x2160 Gamer Dise√±o Edici√≥n - Negro",1699,1449,"40x2160","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","DELL","Optiplex 745 Torre Core 2 Duo 2.66 GHz",NA,255,"Optiplex 745 Torre Core 2 Duo 2.66 GHz","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","COMPUTADORA COMPLETA CORE I7-7700k 4.5GHZ (7TMA GENERACION) RAM 16GB/ SSD 240GB/ 1TB/ VIDEO DDR5 2GB/ TECLADO MOUSE/ MONITOR 22 FULL HD",NA,4695,"COMPUTADORA COMPLETA CORE I7-7700k 4.5GHZ (7TMA GENERACION) RAM 16GB/ SSD 240GB/ 1TB/ VIDEO DDR5 2GB/ TECLADO MOUSE/ MONITOR 22 FULL HD","> S/.4,500"
"2017-08-24","cÛmputo","linio","LG","Monitor 20MP48",450,334.89,"20MP48","< S/.500"
"2017-08-24","cÛmputo","linio","LG","Monitor 22M38H 21.5LED  Resoluci√≥n1920 X 1080 -Negro",650,485,"22M38","< S/.500"
"2017-08-24","cÛmputo","linio","LG","Monitor 22MP58VQ , 21.5 IPS, 1920 X 1080, VGA / HDMI / DVI-D. - Negro",750,541,"22MP58","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","TEROS","Monitor Led IPS 27 1920x1080, Gaming, en OFERTA",850,719,"20x1080","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor LS24F350FHLXPE 24 PLS 1920 X 1080 HDMI / VGA - Negro",599.99,550,"24F350","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","CANON","Impresora Multifuncional G3100, Sistema Tinta Continua, Wi-fi, Tanque De Recarga Integrada, Impresi√≥n Ultra Fina",899,559.99,"Impresora Multifuncional G3100, Sistema Tinta Continua, Wi-fi, Tanque De Recarga Integrada, Impresi√≥n Ultra Fina","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","TECLADO+MOUSE COOLER MASTER DEVASTATOR II Green",231,189,"TECLADO+MOUSE COOLER MASTER DEVASTATOR II Green","< S/.500"
"2017-08-24","cÛmputo","linio","EPSON","Impresora de tinta continua L1300, A3+-Negro",2800,2325,"Impresora de tinta continua L1300, A3+-Negro","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","AOC","Monitor M2470SWH, 24 Led, 1920x1080, HDMI / VGA.",690,535,"20x1080","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","CPU INTEL CORE I5-7400 3.0GHZ (7TMA GENERACION) 4GB/ 320GB",NA,1527.5,"CPU INTEL CORE I5-7400 3.0GHZ (7TMA GENERACION) 4GB/ 320GB","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","DELL","Optiplex 380 Desktop Core 2 Duo 2.93 GHz",NA,375,"Optiplex 380 Desktop Core 2 Duo 2.93 GHz","< S/.500"
"2017-08-24","cÛmputo","linio","AOC","Amd -Computadora completa  A10 7870K 4.1 Ghz.12 nucleos  500 GB 4GB + Monitor Led 20 + Teclado + Mouse - Negro",NA,1900,"Amd -Computadora completa  A10 7870K 4.1 Ghz.12 nucleos  500 GB 4GB + Monitor Led 20 + Teclado + Mouse - Negro","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","LG","Monitor 22MP58VQ , 21.5 IPS, 1920 x 1080, VGA / HDMI / DVI-D.",759,519,"22MP58","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","Monitor Led 22mp58vq-p Ips Full Hd  Nuevo En Caja Garantia 3 A√±os-Negro",700,590,"22mp58","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor 22  DB22DP FULL HD WIFI",1599,1500,"DB22DP","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Brother HL-L5100DN Impresora Laser Monocromatica - Negro",1600,1319,"Brother HL-L5100DN Impresora Laser Monocromatica - Negro","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Brother DCP-J100 Impresora Multifuncional Inkbenefit -Negro",NA,690,"Brother DCP-J100 Impresora Multifuncional Inkbenefit -Negro","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Brother DCP-J105 Impresora Multifuncional Inyeccion De Tinta Wifi A4 -negro",660,527,"Brother DCP-J105 Impresora Multifuncional Inyeccion De Tinta Wifi A4 -negro","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Brother DCP-T300 Impresora Multifuncional De Tinta Sistema Continuo De Fabrica",740,660,"Brother DCP-T300 Impresora Multifuncional De Tinta Sistema Continuo De Fabrica","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","VIEWSONIC","MONITOR LED 21.5 ( VX2270SMH ) IPS / HDMI",650,560,"VX2270","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","TOSHIBA","1TB -Disco Duro Externo Canvio Connect II, 1 TB, USB 3.0, Azul.",500,262.9,"1TB -Disco Duro Externo Canvio Connect II, 1 TB, USB 3.0, Azul.","< S/.500"
"2017-08-24","cÛmputo","linio","LG","Monitor 22MP58VQ , 21.5 IPS, 1920 X 1080, VGA / HDMI / DVI-D.",650,579,"22MP58","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","TECLADO Gaming GENIUS GX Scorpion K220 7-CLR",119,79,"TECLADO Gaming GENIUS GX Scorpion K220 7-CLR","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","TECLADO Gaming LOGITECH G213 Prodigy RGB",329,279,"TECLADO Gaming LOGITECH G213 Prodigy RGB","< S/.500"
"2017-08-24","cÛmputo","linio","IBLUE","ECRAN DE PARED PS-80IW FOR PROYECTING 84 (PN PS-84IW)",239,180,"ECRAN DE PARED PS-80IW FOR PROYECTING 84 (PN PS-84IW)","< S/.500"
"2017-08-24","cÛmputo","linio","HP","Monitor V194 18.5 LED, 1366x768, VGA - Negro",480,345,"66x768","< S/.500"
"2017-08-24","cÛmputo","linio","HP","Computadora ProDesk 600 G2 SFF, Intel Core I7-6700 - Negro",3890,3699.9,"Computadora ProDesk 600 G2 SFF, Intel Core I7-6700 - Negro","S/.3500 - S/.4500"
"2017-08-24","cÛmputo","linio","LG","Monitor 24MP58VQ",NA,805,"24MP58","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","MONITOR 47 LED IPS 47LS55A FULL HD",5500,5299,"47LS55","> S/.4,500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor Gaming LC24FG70FQLXPE, 24 Led Curvo",1900,1659.9,"24FG70","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor LS24F350FHLXPE, 24 PLS, 1920 X 1080, HDMI / VGA.",788,559,"24F350","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Advance","All-in-One AI5482, 21.5 LED, AMD A6-7400K 3.5GHz, 4GB DDR3, 500 GB SATA.",2357,2119,"AI5482","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","ASUS","Monitor MX279H, 27 LED AH-IPS, 1920 x 1080, HDMI / VGA.",1385,1230,"MX279","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Mini PC Compute Stick Intel Quad-Core Intel Atom Z8300 Windows 10 OS 2G RAM 32G ROM Mini Ordenador",612,510,"Mini PC Compute Stick Intel Quad-Core Intel Atom Z8300 Windows 10 OS 2G RAM 32G ROM Mini Ordenador","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","Otras","Windows 10 Mini computadora PC Stick TV Box Cuatro n√∫cleos Intel Z3735F 64bit CPU 2 GB RAM 32 GB de almacenamiento",367,306,"Windows 10 Mini computadora PC Stick TV Box Cuatro n√∫cleos Intel Z3735F 64bit CPU 2 GB RAM 32 GB de almacenamiento","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Computadora Foxconn Intel Core I3 3.3ghz Monitor 20 HDD 500GB RAM 4GB + Teclado Y Mouse - Negro",1567,1527,"Computadora Foxconn Intel Core I3 3.3ghz Monitor 20 HDD 500GB RAM 4GB + Teclado Y Mouse - Negro","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","LG","Onloon USB 3.0 De 2 Puertos De 3,5 Pulgadas De Metal Panel Frontal Hub USB Con 1 HD Puerto De Salida De Audio Puerto / 1 Entrada De Micr√≥fono De Sobremesa 20 Pines Del Conector",69,55,"Onloon USB 3.0 De 2 Puertos De 3,5 Pulgadas De Metal Panel Frontal Hub USB Con 1 HD Puerto De Salida De Audio Puerto / 1 Entrada De Micr√≥fono De Sobremesa 20 Pines Del Conector","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Onloon Silencioso Ventilador Port√°til Mini USB Para El Ordenador Port√°til PC De Escritorio Netbook Tablet (Roseo)",32,23,"Onloon Silencioso Ventilador Port√°til Mini USB Para El Ordenador Port√°til PC De Escritorio Netbook Tablet (Roseo)","< S/.500"
"2017-08-24","cÛmputo","linio","SKILL","ECRAN DE PARED PS-70IW FOR PROYECTING 72 (PN PS-70IW)",189,140,"ECRAN DE PARED PS-70IW FOR PROYECTING 72 (PN PS-70IW)","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","AURICULAR Gaming RAZER KRAKEN Pro 1380200 Green",300,239,"AURICULAR Gaming RAZER KRAKEN Pro 1380200 Green","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Onloon Ventilador USB Para PC Port√°til De Escritorio De Netbook Tablet (Rosa Oscuro)",32,23,"Onloon Ventilador USB Para PC Port√°til De Escritorio De Netbook Tablet (Rosa Oscuro)","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Onloon 2 En 1 L√°mpara LED USB Con Mini Ventilador, Blanco",64,51,"Onloon 2 En 1 L√°mpara LED USB Con Mini Ventilador, Blanco","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Genius Mouse Mouse √≥ptico Genius NX-9000 GOLD",99,89,"Genius Mouse Mouse √≥ptico Genius NX-9000 GOLD","< S/.500"
"2017-08-24","cÛmputo","linio","HP","Servidor ProLiant ML110 Gen9, Intel Xeon E5-2603v4, 1.70GHz, 8GB DDR4, 2TB SATA",4200,3219,"ML110","S/.2500 - S/.3500"
"2017-08-24","cÛmputo","linio","LG","Monitor 29UC88-B, 29, Curved IPS, Ultrawide, 2560 X 1080.-Negro",2499,2120,"29UC88","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","Otras","Foonee 2 En 1 USB Blanca De La L√°mpara LED Con Ventilador De PC De Escritorio Port√°tiles Port√°tiles, Blanca",68,54,"Foonee 2 En 1 USB Blanca De La L√°mpara LED Con Ventilador De PC De Escritorio Port√°tiles Port√°tiles, Blanca","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Onloon 2 En 1 USB Blanca De La L√°mpara LED Con Ventilador De PC De Escritorio Port√°tiles Port√°tiles, Blanca",64,51,"Onloon 2 En 1 USB Blanca De La L√°mpara LED Con Ventilador De PC De Escritorio Port√°tiles Port√°tiles, Blanca","< S/.500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor 46 UD46E-B FULL HD",8699,8060,"Monitor 46 UD46E-B FULL HD","> S/.4,500"
"2017-08-24","cÛmputo","linio","Samsung","Monitor 43 PM43F LED FULL HD WIFI- Negro",4520,4059,"Monitor 43 PM43F LED FULL HD WIFI- Negro","S/.3500 - S/.4500"
"2017-08-24","cÛmputo","linio","HP","Impresora Multifuncional Deskjet GT5820",879,678,"GT5820","S/.500 - S/.1500"
"2017-08-24","cÛmputo","linio","LG","Louiwill USB 3.0 De 2 Puertos De 3,5 Pulgadas De Metal Panel Frontal Hub USB Con 1 HD Puerto De Salida De Audio Puerto / 1 Entrada De Micr√≥fono De Sobremesa 20 Pines Del Conector",69,55,"Louiwill USB 3.0 De 2 Puertos De 3,5 Pulgadas De Metal Panel Frontal Hub USB Con 1 HD Puerto De Salida De Audio Puerto / 1 Entrada De Micr√≥fono De Sobremesa 20 Pines Del Conector","< S/.500"
"2017-08-24","cÛmputo","linio","Otras","Foonee Ventilador USB Para PC Port√°til De Escritorio De Netbook Tablet (Rosa Oscuro)",33,24,"Foonee Ventilador USB Para PC Port√°til De Escritorio De Netbook Tablet (Rosa Oscuro)","< S/.500"
"2017-08-24","cÛmputo","linio","Lenovo","All-in-One IdeaCentre 310, 19.5 LED, Intel Celeron J3355",NA,1729,"All-in-One IdeaCentre 310, 19.5 LED, Intel Celeron J3355","S/.1500 - S/.2500"
"2017-08-24","cÛmputo","linio","LG","All-in-One 22V270, 21.5 LED, Intel Celeron N3450 1.10GHz 4GB DDR3L, 500GB SATA",2500,1829.9,"22V270","S/.1500 - S/.2500"
